Unnamed: 0,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor,bonus_adicional
1436,Pear,Sales,80,49,46,2,51509.69989856268,23340.243882613515,1,0.1533091991201679,0.0168391739072991,0.830090971886075,429.247499154689
1437,Cheerper,Support,53,40,40,1,63216.17504976367,24792.91,2,0.0,1.0,0.0886424610838671,526.8014587480305
1438,Pear,Sales,1,30,22,9,118257.49436636727,24792.91,1,1.0,0.0,0.1820192941921918,985.4791197197274
1439,Glasses,AI,26,30,24,6,71662.83780997657,15795.84223769614,3,0.3486795106347975,0.2062824119769361,0.4451905128841523,597.1903150831381
1440,Pear,Sales,1,48,47,1,153000.0,18524.10477078885,2,0.9745320890417076,0.0,0.6380131306134835,1275.0
1441,Glasses,AI,1,41,37,4,129262.33378286044,15818.832712225272,3,0.6587156090483584,0.163706571569018,0.177955448697522,1077.1861148571704
1442,Glasses,AI,19,38,32,6,80323.82933349306,19376.81820584214,3,0.4104480118299979,0.0,0.8206195024355896,669.3652444457756
1443,Cheerper,BigData,60,42,41,2,80206.34253107612,15878.390221773112,4,0.3856133101795121,0.6285216274623328,0.0,668.3861877589677
1444,Cheerper,Search Engine,8,33,26,7,122408.12578023608,15631.843515507191,3,0.7859718290068133,0.6477855550769445,0.0,1020.0677148353006
1445,Pear,Design,1,39,35,4,106892.50730624008,19896.62108156307,1,0.1978237022574469,0.0,0.8780454276923149,890.7708942186673
1446,Glasses,AI,69,41,34,7,40000.0,23997.09463158029,2,0.0,0.4390651566836594,0.5832965099485583,333.3333333333333
1447,Pear,Sales,34,31,22,9,55178.73507248858,18075.632468548178,1,0.3026493590573391,0.5036463749225302,0.1941695188663088,459.82279227073815
1448,Glasses,Sales,42,43,39,5,126224.06468790228,19155.992358737047,1,0.8001804519761242,0.2623802972584195,0.0,1051.867205732519
1449,Pear,Sales,8,31,27,4,113069.82789049484,24414.251202064297,1,0.7202520651873148,0.0,0.831523736051353,942.2485657541238
1450,Pear,Design,38,35,36,1,110991.58988661146,21236.04705693092,3,0.6963635146424076,0.0,0.7077284399674415,924.9299157217623
1451,Cheerper,Support,40,37,32,5,40000.0,17756.519097985263,3,0.0,0.8502704069177138,0.7139463580673662,333.3333333333333
1452,Glasses,Search Engine,1,32,22,9,83337.81851837253,24792.91,1,0.16470293822525,0.5183872188044897,0.3171853961554255,694.4818209864378
1453,Glasses,AI,51,40,41,1,72202.20448343977,21624.750740113897,2,0.0,0.1870817368899854,0.8613546478698382,601.6850373619981
1454,Cheerper,BigData,35,49,48,5,99349.90007950082,12016.59202859334,2,0.3224578428997132,0.7661325886939514,0.0,827.9158339958402
1455,Cheerper,BigData,50,44,37,7,63327.76598346085,14993.567327455834,2,0.1924361886645952,0.7457035518537396,0.0618043872643227,527.7313831955071
1456,Glasses,BigData,1,30,22,8,83351.32305165067,21230.188988246136,3,0.2852338514279796,0.4010925995739087,0.3137586187927123,694.5943587637556
1457,Pear,Sales,7,30,22,9,111813.33750749844,20455.476105465452,1,0.8182228868244044,0.5925944273282149,0.0,931.7778125624869
1458,Glasses,AI,1,30,22,9,114063.141566954,24792.91,1,0.7528448557074943,0.7578619966816507,0.0,950.5261797246167
1459,Pear,Sales,27,37,32,5,109107.07282747646,10753.28004790556,4,1.0,0.0,0.4782111943576366,909.2256068956372
1460,Cheerper,AI,1,30,22,9,125426.2423885709,18470.91788751989,4,1.0,0.6418492119724155,0.0,1045.218686571424
1461,Pear,Sales,1,36,26,9,109815.6515187966,24792.91,1,0.7115319617119242,0.0,0.3193111506095831,915.1304293233051
1462,Cheerper,Support,24,40,35,5,65842.91053961864,19467.09343468818,4,0.0,0.6909318737611669,0.5300549107508289,548.6909211634887
1463,Pear,Sales,25,41,35,5,88791.96428801001,24792.91,1,0.1926285211806409,0.0684840309494671,0.739600732383828,739.9330357334169
1464,Glasses,AI,55,34,30,5,92687.13036490516,18119.92862941458,3,0.5504847943668376,0.8507956589743555,0.0,772.3927530408763
1465,Glasses,Design,1,35,27,9,138845.5075632223,15371.452624082733,2,1.0,0.205666949066683,0.0,1157.0458963601857
1466,Glasses,BigData,59,48,48,1,84433.03072713358,13324.33838167936,3,0.0084937124728244,0.3617331804020487,0.6294880945984673,703.6085893927798
1467,Pear,AI,47,30,28,1,48212.50800678647,21065.496325058368,4,0.0,0.0,1.0,401.77090005655396
1468,Cheerper,Support,80,49,48,2,43513.28627655192,22618.46499744444,1,0.0,1.0,0.5496884745343555,362.61071897126595
1469,Glasses,Search Engine,76,36,26,9,40000.0,16568.420541250034,3,0.23994230342108,0.8220996305394288,0.0,333.3333333333333
1470,Glasses,Search Engine,1,35,26,9,115698.42255667024,16727.82750878561,2,0.8283741688540518,0.2776181556836125,0.0,964.1535213055854
1471,Pear,Design,51,44,45,1,76870.01570316884,11765.344787067232,4,0.3336580697050004,0.0,1.0,640.5834641930737
1472,Glasses,Design,39,42,36,6,82453.91506139567,24505.802249849658,1,0.166404445961199,0.3296009624069159,0.5042178664371451,687.115958844964
1473,Cheerper,Support,15,36,29,6,61836.84411457388,22743.020996747,2,0.0,1.0,0.2880794922422275,515.3070342881157
1474,Glasses,BigData,42,36,31,5,60232.37206850288,18910.691456852182,2,0.0752486538645652,0.984152407865535,0.0,501.93643390419066
1475,Cheerper,Support,40,46,39,8,65334.0859652127,18527.059950517792,2,0.0,1.0,0.0,544.4507163767724
1476,Cheerper,Search Engine,1,36,25,9,103700.43144446422,19179.204643048142,1,0.4624494983288263,0.552189511187753,0.0,864.170262037202
1477,Pear,Sales,47,30,22,7,74635.27750345416,17139.83154050837,2,0.5773900866077268,0.2190336475822459,0.2036293204957827,621.960645862118
1478,Glasses,AI,38,32,29,3,83986.50077173983,13920.88712544334,4,0.5213950070665637,0.0,0.6324375095084938,699.8875064311652
1479,Glasses,Design,42,40,32,8,90711.20075489348,13247.73651222215,2,0.7481118217101695,0.4036150616357764,0.0,755.9266729574457
1480,Glasses,Search Engine,23,31,25,5,101046.01067000338,23702.184318387408,2,0.7444678927770891,0.5066352652361616,0.0,842.0500889166948
1481,Pear,Design,39,39,36,4,64226.97427559528,16065.081800522468,2,0.0160772869020007,0.1200261232371671,0.8642749153974858,535.2247856299607
1482,Glasses,Search Engine,7,49,41,9,112363.5556584728,22559.42052840028,1,0.5853240023415398,0.6617749757925071,0.0,936.3629638206068
1483,Cheerper,BigData,21,36,30,6,82861.36744064395,22349.220687793186,3,0.2360046138482585,0.6798118000132977,0.0840872846629743,690.5113953386996
1484,Cheerper,BigData,28,41,38,3,107942.28662061172,15143.539057963077,4,0.4221243744555111,0.5304719224353316,0.0478090557901348,899.5190551717643
1485,Glasses,AI,58,44,42,1,63624.80230036136,14166.33298586413,2,0.0,0.1745890219466042,0.8305568191214683,530.2066858363447
1486,Pear,Design,1,30,22,2,111817.76161435992,24792.91,2,0.6656670693433777,0.0,0.5829800090745721,931.8146801196659
1487,Glasses,Search Engine,65,36,32,4,40000.0,24792.91,1,0.0,0.4091752892944718,0.9839798198684496,333.3333333333333
1488,Pear,Sales,1,31,22,9,149544.38466020883,24792.91,1,0.935944449353714,0.0,0.2095013538476658,1246.2032055017403
1489,Pear,Sales,30,46,46,1,149070.377836655,22227.449738459924,2,1.0,0.0,0.0124794538260554,1242.2531486387918
1490,Cheerper,BigData,47,36,33,4,42639.04906984381,18584.465764188528,3,0.0,0.275979258969604,0.808215345502111,355.32540891536513
1491,Glasses,Design,44,41,39,2,99664.48539020115,20855.922992509517,1,0.5408321424312398,0.2778388479562267,0.1817054980673228,830.5373782516763
1492,Cheerper,Support,23,39,36,2,66960.28505821514,21116.36826145904,2,0.0,0.8933080212341347,0.5968898526662363,558.0023754851262
1493,Glasses,Support,67,37,34,3,40000.0,18557.782882948635,3,0.0,0.6925272056930221,0.7198705197938395,333.3333333333333
1494,Pear,Sales,68,49,48,1,106125.44937900496,14913.108482696432,2,0.7526332161272329,0.0,0.8023777441664856,884.3787448250414
1495,Pear,AI,28,30,24,4,76706.4780059341,23669.252431728804,2,0.5278025015762253,0.1406898548298786,0.3312597234162618,639.2206500494509
1496,Glasses,BigData,1,32,22,9,108402.69337785432,22538.13233068394,2,0.3294181057402806,0.7401457175554296,0.0,903.355778148786
1497,Glasses,AI,18,37,30,8,103158.55053774171,17924.972448892786,4,0.8743940971676791,0.0835769264002744,0.0418455321838808,859.6545878145143
1498,Cheerper,BigData,69,37,36,1,69975.70494969448,22581.726238582687,2,0.0797741339064975,1.0,0.0,583.1308745807873
1499,Pear,Sales,30,40,36,4,102579.69034651847,24518.262002392494,1,0.409029792855016,0.0,0.7865307896833968,854.830752887654
1500,Glasses,BigData,1,30,24,4,88731.76257760725,24792.91,2,0.0,0.3194971948262114,0.80878112108663,739.4313548133938
1501,Glasses,AI,1,30,22,9,99615.31462726012,24792.91,1,0.3680590609874658,0.2605560838546705,0.371126881839922,830.1276218938343
1502,Cheerper,BigData,8,39,31,8,74045.73077373824,18566.67002380347,1,0.0,0.8700139886267442,0.3163098546081037,617.0477564478186
1503,Glasses,Search Engine,18,43,32,9,72937.62912215813,17725.400262901516,1,0.1750900949402046,0.7114934265534731,0.1137255372581369,607.8135760179845
1504,Glasses,AI,6,47,44,3,137835.50104852518,17371.64825164598,2,0.7119085174822194,0.1970069193401417,0.0912595223663929,1148.6291754043766
1505,Cheerper,BigData,23,30,25,6,81701.00731023158,18638.560784383742,3,0.3478671500228735,0.7708646180588254,0.0,680.8417275852631
1506,Glasses,Search Engine,6,30,22,7,76968.37731955455,20572.735865265266,3,0.2184542927715922,0.3718736150926821,0.4094747700319201,641.4031443296213
1507,Glasses,AI,2,41,39,3,135343.3403475653,17208.508860178128,2,0.5374785292943758,0.1698475025456725,0.2927510960746626,1127.8611695630443
1508,Cheerper,BigData,48,49,48,4,59915.025128023095,15000.519127529797,2,0.0,0.6345009029850879,0.8701410702982586,499.2918760668592
1509,Cheerper,BigData,58,35,35,1,59814.82854715523,17196.729277900784,3,0.0,0.6196861217603005,0.4485527897060218,498.45690455962693
1510,Pear,Sales,3,42,38,4,120738.79035061828,24792.91,1,0.3233328291755935,0.0,0.9880930245920756,1006.1565862551524
1511,Glasses,AI,6,34,30,3,117820.2916699804,24792.91,2,0.5256125180313195,0.1933419907544512,0.2808114583063029,981.8357639165034
1512,Cheerper,Support,6,30,25,4,82766.9099669739,24792.91,2,0.0287741686789783,0.4977436180017717,0.4731868396354585,689.7242497247825
1513,Glasses,BigData,28,30,22,4,61922.91947814017,15051.491927934025,5,0.2725033101076562,0.4492767250736762,0.2782845194354355,516.0243289845015
1514,Pear,Sales,69,39,36,3,67271.00491788688,20368.48539906918,1,0.2811645655193652,0.1510334626550998,0.5677874985480358,560.5917076490574
1515,Cheerper,Support,16,30,22,3,77743.7071716985,23550.591351741685,4,0.1468979829445085,0.8557825302695656,0.0,647.8642264308208
1516,Pear,Sales,1,40,36,4,123300.2640788028,24792.91,1,0.8932988898344147,0.0,0.814018927853052,1027.5022006566899
1517,Glasses,AI,41,32,25,6,70737.41559709446,21035.576224722918,2,0.3069989824094043,0.3911527967366408,0.3013559007604444,589.4784633091205
1518,Cheerper,BigData,18,30,22,9,79990.60844979018,19402.472214509457,3,0.4514474137226109,1.0,0.0,666.5884037482515
1519,Cheerper,BigData,1,30,22,9,82598.73906246437,20454.93386892589,3,0.4014818723179061,0.6782999758819555,0.0,688.3228255205364
1520,Cheerper,BigData,38,42,38,3,73214.84596486996,17750.178551758643,2,0.0,0.8365791154432369,0.3981725598682115,610.1237163739164
1521,Glasses,AI,80,46,46,1,61199.88372866157,15448.896068720587,3,0.1656082010981089,0.2111549039660819,0.6234349108305262,509.9990310721798
1522,Glasses,Design,45,32,28,4,83886.56800078103,18041.808049920237,4,0.65506603280226,0.0,0.7083433207862213,699.0547333398418
1523,Glasses,Search Engine,27,32,27,6,76924.04361364858,24792.91,1,0.2127642906275666,0.6462031350348151,0.1411689499840689,641.0336967804049
1524,Glasses,Design,1,34,30,4,130971.11302627638,20782.52236590263,3,0.7682004819677788,0.1625826838400799,0.0693536004631678,1091.4259418856366
1525,Pear,Sales,4,30,22,5,83036.93300836034,21796.292154731727,2,0.4919596608360067,0.0547057307385981,0.4532841784921475,691.9744417363362
1526,Cheerper,BigData,34,30,24,6,89595.40474593718,18790.888054749823,3,0.488796551690053,0.9429343330382918,0.0,746.6283728828098
1527,Glasses,BigData,44,35,30,6,40000.0,14791.068217205097,3,0.0,0.6946501745331244,0.590043121761633,333.3333333333333
1528,Glasses,Search Engine,2,32,27,5,82162.68064113136,20855.22282064096,2,0.0571623196292447,0.0,1.0,684.6890053427613
1529,Cheerper,BigData,1,30,22,8,89125.42943626642,11193.101251918444,5,0.4198824927894077,0.6312409610354854,0.0,742.7119119688869
1530,Cheerper,BigData,11,38,29,9,75756.4011734356,13571.389106626251,3,0.3660236248703593,0.5469289687608414,0.0872139985706514,631.3033431119634
1531,Pear,Sales,60,42,41,1,111404.32667241052,15808.105382002615,3,0.8012041558626387,0.0459280343074239,0.1527423976709185,928.3693889367545
1532,Glasses,Design,35,49,46,3,108496.72507827105,15224.41178993877,2,0.4644778969314116,0.1527925438898494,0.3830663906987104,904.1393756522588
1533,Pear,Sales,41,43,42,1,94996.85931928472,12289.902598896806,4,0.6199084794422385,0.0,1.0,791.6404943273727
1534,Glasses,Search Engine,66,30,27,4,48673.504102035535,18911.53932534205,3,0.0679489059474901,0.4243351841338618,0.5079791334180636,405.6125341836295
1535,Glasses,Search Engine,70,49,48,2,45238.28280492184,9000.0,4,0.0,0.2957287103649905,0.8012660245112051,376.9856900410153
1536,Glasses,Search Engine,38,41,42,1,95315.6627213488,19730.081460431385,2,0.0,0.4359640534477435,0.7639873953888479,794.2971893445733
1537,Glasses,Search Engine,30,30,22,5,72289.5796743979,14468.430718365007,5,0.6042126738530282,0.1130178809853329,0.282498540440435,602.4131639533158
1538,Glasses,AI,44,37,37,1,121207.91437722792,19656.61953049452,4,0.9500485600301192,0.0530003163468184,0.0,1010.0659531435662
1539,Pear,Sales,15,38,32,6,135813.38661255344,21715.76539778784,1,1.0,0.0,0.2023697076265427,1131.7782217712786
1540,Glasses,Search Engine,59,30,22,6,52836.49372701318,24792.91,2,0.1942922765004607,0.7109393991766924,0.0951173536386918,440.3041143917765
1541,Glasses,AI,1,42,33,9,131501.69168806975,17463.64096413298,2,1.0,0.2000354145892273,0.0,1095.8474307339147
1542,Glasses,BigData,62,49,48,1,79230.1571629227,16273.07853185071,3,0.0,0.5518307246598909,0.5960564586250682,660.2513096910225
1543,Pear,Sales,40,35,34,2,78931.58174383707,24792.91,1,0.2727516397099439,0.0,0.7686592127572991,657.7631811986423
1544,Glasses,BigData,75,43,47,1,63121.88187530263,14226.84740514472,4,0.0,0.2264128308650084,0.9021381126064918,526.0156822941887
1545,Cheerper,BigData,1,31,27,4,104303.11889072914,17585.588351647402,2,0.2632783383800438,0.7831142074651642,0.0,869.1926574227429
1546,Glasses,AI,41,46,40,6,90352.24173319955,23306.549790628986,1,0.2242619107157162,0.7323097559613,0.0432550572006005,752.935347776663
1547,Glasses,AI,14,30,22,8,57833.76978443023,24280.921683922148,2,0.1118879972113756,0.2967577995900951,0.5915560237120718,481.9480815369186
1548,Pear,Design,8,40,35,4,102601.49987666612,20535.717140781137,2,0.3180548183485835,0.0,0.92869800070423,855.0124989722177
1549,Glasses,Search Engine,10,34,29,5,99421.50457190417,18450.88864121485,3,0.4492662010766491,0.4878109660455404,0.0630387827443594,828.5125380992014
1550,Glasses,AI,14,37,27,9,73467.14228849414,18306.014032265844,1,0.2748283099166496,0.3760438338013748,0.3495153060217311,612.2261857374511
1551,Glasses,Search Engine,1,39,32,7,111453.31907416876,22768.892856347324,1,0.1249906763865973,0.6406792914773732,0.2342692512773319,928.7776589514064
1552,Pear,AI,80,46,44,2,40000.0,11904.42280719718,4,0.0942510903915583,0.0,1.0,333.3333333333333
1553,Glasses,AI,18,30,22,9,102775.93109778658,23459.585772221268,2,0.9825815716092908,0.6989612068013673,0.0,856.4660924815549
1554,Cheerper,Support,8,41,36,5,108695.70081004928,20937.123631395225,2,0.1787697825818189,1.0,0.0,905.7975067504108
1555,Cheerper,Support,48,40,36,4,49031.975662183286,18487.43198948832,3,0.0,0.7887398696095966,0.6731937027754509,408.59979718486073
1556,Glasses,Design,68,41,38,3,97882.42521620008,15218.194511563072,4,0.9654062904107146,0.4066946975824986,0.0,815.6868768016674
1557,Glasses,AI,40,39,35,4,71667.87324085727,20913.53466880221,1,0.0,0.5226261840470129,0.5860980636197508,597.2322770071439
1558,Pear,Sales,34,48,45,3,122874.09026120952,14547.054813332768,1,0.6579789692770139,0.1461714758876994,0.1959947418546573,1023.950752176746
1559,Glasses,Search Engine,24,32,25,6,81015.56094882629,24792.91,2,0.3107733018856579,0.9452062815616648,0.0,675.1296745735524
1560,Pear,AI,57,37,37,1,61681.3041271541,17531.143874783957,4,0.0626617793156715,0.1051153275726402,0.8322433469956231,514.0108677262842
1561,Cheerper,Support,58,36,29,7,54109.15794777133,9000.0,5,0.3955071462702433,0.6502993123975676,0.0,450.90964956476114
1562,Glasses,Search Engine,18,31,23,8,90746.5903693858,10955.98580122738,4,0.92009174578347,0.0797161229894658,0.0,756.2215864115483
1563,Glasses,Sales,37,42,40,2,114918.67965103366,22167.2741628743,1,0.5132422355385218,0.0,0.5202485637623571,957.655663758614
1564,Glasses,Search Engine,65,48,43,5,64792.798110873024,18623.548605233,2,0.0094802479603841,0.690576525757197,0.2997534675210754,539.9399842572752
1565,Cheerper,BigData,1,30,22,9,90097.26991073236,19215.80212628404,3,0.6372867138334863,0.920798846655178,0.0,750.8105825894363
1566,Glasses,AI,55,37,32,4,70266.33597377334,24516.10398313771,2,0.2000295889471768,0.4397791833925189,0.3597581894540569,585.5527997814446
1567,Glasses,Design,1,44,36,8,116311.81832408368,17793.1604448363,2,0.6455808208222613,0.0,0.5111911227155455,969.2651527006974
1568,Cheerper,BigData,61,42,35,7,99853.0752459008,11470.927237154488,4,0.91333755840389,0.9059874260208148,0.0,832.1089603825068
1569,Glasses,Search Engine,24,30,22,9,42369.81858195848,23829.7483784126,1,0.0,0.8906733381108924,0.1672991593348912,353.08182151632076
1570,Pear,Design,1,39,31,8,92125.92887081992,19591.48536756256,1,0.087225789030522,0.1064649919462588,0.8061871254016318,767.7160739234993
1571,Cheerper,BigData,80,42,37,5,40000.0,19376.697512280072,2,0.0,0.765407496712357,0.8373406563994592,333.3333333333333
1572,Glasses,Design,23,49,48,3,109359.28443012404,12168.45298899163,2,0.3483047423013553,0.0,0.9215079186462568,911.3273702510337
1573,Glasses,BigData,5,35,34,1,83474.9981785866,24792.91,2,0.0,0.2845736617360441,0.9288960785519724,695.6249848215549
1574,Cheerper,BigData,38,37,31,6,69319.88635508803,19838.934001497757,3,0.1664506461691164,0.5333677544512094,0.3001009767637727,577.6657196257337
1575,Glasses,AI,25,49,48,1,120708.63618904725,14886.118713309834,2,0.4203501280001673,0.1891799436400128,0.3911136515557691,1005.9053015753938
1576,Cheerper,Support,1,35,32,3,149578.86859460932,23975.39374871674,3,0.3893180366006317,0.2043239896294999,0.4065647157522808,1246.4905716217443
1577,Cheerper,BigData,28,35,27,8,99686.36011262891,10406.73446040141,3,0.7577564299719468,0.9155989519402208,0.0,830.7196676052409
1578,Pear,Design,32,34,32,2,73260.41968836209,15436.16510332549,3,0.3034439208755236,0.0,0.9736663993863276,610.5034974030174
1579,Glasses,AI,40,37,28,8,62137.037586426464,22475.265394368824,1,0.1450073629697735,0.5518563261441503,0.3027885475302214,517.8086465535539
1580,Pear,Sales,19,42,36,6,133500.48279203763,17859.079053342382,1,1.0,0.1139418392635264,0.0,1112.5040232669803
1581,Glasses,Design,30,49,48,3,95679.91956949004,24406.39899762772,1,0.2565813363246906,0.0,0.8548891447786806,797.3326630790838
1582,Glasses,AI,2,42,35,7,126955.692868475,16735.774174667662,2,0.6551717044690702,0.5815319616183268,0.0,1057.9641072372917
1583,Glasses,AI,29,37,34,3,72677.50522252604,18180.15184065529,2,0.1828187663235606,0.0704033953506834,0.7473760443383086,605.6458768543838
1584,Glasses,AI,10,39,40,1,107561.046133113,20437.98688135458,2,0.0281162242684506,0.2110783842007656,0.7608996863483256,896.3420511092751
1585,Glasses,Search Engine,45,48,46,2,94930.58510704002,18037.83018426849,2,0.1701671171684113,0.3950347784619787,0.4350007838469644,791.0882092253336
1586,Glasses,AI,32,37,31,6,98006.1470026121,11660.701078059576,4,0.924119769191248,0.0,0.1364347267459176,816.7178916884342
1587,Cheerper,BigData,1,31,27,4,120180.29692565484,14652.683569298508,4,0.8206759583866661,0.2573454380943759,0.0,1001.502474380457
1588,Cheerper,Support,68,48,44,4,41122.3276817094,12799.67264315792,4,0.0,0.7554566139368326,0.4416646976530926,342.686064014245
1589,Glasses,Search Engine,34,32,25,7,72254.41901907662,21605.587484863776,1,0.3392861653072271,0.6672451135473589,0.0,602.1201584923052
1590,Glasses,AI,51,39,41,1,93708.2522377958,19454.04897861612,3,0.1523688157357993,0.4252509069360665,0.4226938971475961,780.9021019816317
1591,Glasses,AI,58,41,35,6,58736.91924304109,20648.246263691923,1,0.2307781273382091,0.4048766393075231,0.3643677887919224,489.47432702534246
1592,Glasses,Search Engine,38,40,37,3,60546.487621380285,24792.91,1,0.0,0.5922270123122937,0.947014496670228,504.5540635115024
1593,Glasses,AI,23,39,33,7,86105.6379587514,10276.530150954724,4,0.5521834462993327,0.2116829146109024,0.2362109007772688,717.546982989595
1594,Glasses,Search Engine,14,31,23,9,80362.45613345716,18497.10100823721,3,0.5294374585726092,0.3092892752591198,0.1607303812055353,669.6871344454763
1595,Pear,Design,15,44,40,4,103470.50062420912,14716.087791237816,2,0.3906450120179225,0.0,0.9212251151607824,862.2541718684093
1596,Glasses,Search Engine,39,37,34,3,71138.2003415426,21070.10615083683,2,0.1321256752237259,0.0355083925246225,0.8324970284067801,592.8183361795217
1597,Cheerper,BigData,23,49,47,6,116559.99540858487,20303.690348743527,1,0.4061252031784589,0.7433775861294678,0.0,971.3332950715406
1598,Cheerper,BigData,39,47,42,6,105852.53760470902,17129.582761773403,2,0.4934172856457193,0.9579488621609016,0.0,882.1044800392419
1599,Glasses,Search Engine,63,41,41,1,69456.20022381775,10291.230884647935,5,0.2116179659929569,0.1731031498367604,0.6153456088989554,578.8016685318147
1600,Cheerper,BigData,24,38,29,9,62356.48626242974,24517.086967897143,1,0.0,1.0,0.1768488976900642,519.6373855202479
1601,Glasses,AI,1,35,29,6,102519.87342976386,20074.656529734733,2,0.2150249087243483,0.21878590089723,0.5661412019747588,854.3322785813656
1602,Pear,Design,72,37,31,5,59926.29289387389,22165.989053663703,1,0.475331200580031,0.2216295220527849,0.3030404410780924,499.3857741156158
1603,Cheerper,Support,8,32,33,1,101352.03289434232,19999.188983263088,4,0.0445466531781637,0.8732025231039937,0.0821300895505109,844.6002741195194
1604,Glasses,Search Engine,1,36,27,9,116381.19391175866,24115.366062700305,1,0.7021283528911155,0.8842332300983433,0.0,969.843282597989
1605,Cheerper,BigData,1,31,24,7,132940.96801964316,21312.849975492776,3,0.6468312121884733,0.205979743340618,0.1478093402790667,1107.8414001636932
1606,Pear,Design,71,49,48,3,62407.39196118631,13253.59862388736,3,0.1774441300976488,0.0,0.9551140596678152,520.0615996765526
1607,Pear,Design,36,47,45,2,101693.88029919252,15301.6570431912,3,0.5208583504418762,0.0,0.5030767699720445,847.4490024932711
1608,Cheerper,BigData,76,34,27,7,40000.0,19194.136940422835,2,0.0,0.6556245391974385,0.3630580933027857,333.3333333333333
1609,Glasses,Search Engine,33,42,36,6,105072.800120917,14716.42367455392,4,0.8655255493492773,0.2669689528227585,0.0,875.6066676743085
1610,Cheerper,BigData,10,30,22,5,72871.49271212604,17298.506016966185,2,0.0,0.6897742623042524,0.3973393090746188,607.262439267717
1611,Glasses,AI,51,33,29,4,87026.36139181079,19054.185773458088,3,0.6466994312747851,0.0060583221692883,0.3473432072860547,725.2196782650899
1612,Cheerper,Support,70,39,35,4,40000.0,19138.89389818223,2,0.0,0.5844514583904656,0.8973675691642717,333.3333333333333
1613,Glasses,Search Engine,1,33,27,6,123279.29469662045,21180.36971038575,3,0.7848714640937935,0.4091510797609634,0.0,1027.3274558051705
1614,Glasses,Search Engine,44,40,38,2,70895.9430567366,24792.91,1,0.0,0.6587196909752788,0.5012600776506091,590.7995254728052
1615,Cheerper,BigData,37,34,26,8,68561.89030050879,13614.960308955777,4,0.6201332169618736,0.7590766871773649,0.0,571.3490858375733
1616,Glasses,Search Engine,1,30,22,6,101982.37350695654,22399.612613915044,2,0.5264372603918006,0.5136337761198964,0.0,849.8531125579713
1617,Pear,AI,40,32,30,2,56133.86651725556,21760.38336116718,3,0.032781715561264,0.1703640251778858,0.7969231403735388,467.7822209771297
1618,Glasses,Design,1,41,35,6,153000.0,14993.94604560663,3,1.0,0.3549150605716317,0.0,1275.0
1619,Cheerper,BigData,43,40,36,3,47834.82340939731,15988.59851024784,3,0.0,0.5359867468028492,0.7915053100556555,398.62352841164426
1620,Glasses,Search Engine,45,47,41,6,72826.09235474658,17384.944538765863,2,0.2227358023059911,0.5651013055816027,0.2115871457804031,606.8841029562215
1621,Cheerper,Search Engine,51,37,31,6,89859.66208570088,19273.36842191986,3,0.5823581220668773,0.8271287401631668,0.0,748.8305173808408
1622,Cheerper,Search Engine,48,43,39,4,66871.23799868184,14257.965679986544,3,0.0870822404419906,0.4082773383126133,0.5043558065166714,557.260316655682
1623,Glasses,Search Engine,20,36,34,3,81167.84930905899,21315.83528339656,3,0.0778420373328513,0.4307305165754348,0.4913294308494732,676.3987442421583
1624,Cheerper,Support,15,42,41,1,107010.35863219356,19297.47328842953,3,0.0,0.8328235263132913,0.2176418202653869,891.7529886016131
1625,Glasses,BigData,1,30,25,3,97665.39829744725,24792.91,2,0.2626946730131561,0.5994607055831216,0.1378000788101296,813.8783191453937
1626,Cheerper,Support,41,40,38,2,43480.602914797935,22776.037001395693,3,0.0,0.8158979118017476,0.7769451021197515,362.33835762331614
1627,Pear,Sales,5,31,28,3,129013.53324523062,24792.91,1,0.5641008467414432,0.2449776868357255,0.1908700724877627,1075.1127770435885
1628,Glasses,BigData,18,38,33,5,61944.807019337306,21871.98689038938,1,0.0,0.3724689106830867,0.99715548684751,516.2067251611443
1629,Glasses,AI,35,35,29,6,100064.02703156648,17697.629724107355,2,0.8572311438046119,0.2278376508265497,0.0,833.8668919297207
1630,Glasses,Design,25,49,44,6,131964.58441470048,20996.59819836096,1,0.7806609647675247,0.4589406496590325,0.0,1099.7048701225042
1631,Pear,Sales,64,36,32,4,55720.33081015982,16258.013852728222,3,0.2763144746617594,0.0,1.0,464.3360900846653
1632,Glasses,AI,34,43,44,1,94745.3508806644,14701.651934393927,4,0.2866004069739019,0.0,0.8127928456869116,789.5445906722033
1633,Cheerper,Support,80,38,36,3,40000.0,15501.32901632338,3,0.0,0.7435089660072294,0.881844788595598,333.3333333333333
1634,Pear,Sales,15,31,25,6,86081.48192352618,24792.91,1,0.235964313392996,0.0160608816078414,0.7477108600482438,717.3456826960515
1635,Pear,Sales,22,37,33,4,114727.7670954762,24786.4020991514,1,0.5813087443188418,0.0,0.5225675413668278,956.0647257956351
1636,Cheerper,BigData,16,32,27,5,56772.53696267771,20816.79038744104,2,0.0,0.6652503214441983,0.6449554118601244,473.10447468898093
1637,Glasses,AI,22,45,41,3,125459.9222058169,14834.193917052118,3,0.5181685788513185,0.2877637012047784,0.1939653468060067,1045.4993517151408
1638,Cheerper,Search Engine,4,49,41,7,106685.58919731516,24234.11736625006,1,0.2752071727754171,0.7363371152330627,0.0,889.046576644293
