Unnamed: 0,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor,rango_edad
1073,Glasses,BigData,61,40,36,5,43327.58800121746,24792.91,1,0.0,0.5701212907518293,0.7701973402615092,31-40
1074,Cheerper,Search Engine,45,41,31,9,58913.925183500905,18403.096757288647,3,0.2326474839137164,0.7766515482774683,0.0,41-50
1075,Cheerper,BigData,30,39,34,5,82170.57578075654,17871.405896555494,2,0.071487576948339,0.8392179352595346,0.0897498064496016,31-40
1076,Glasses,Search Engine,52,39,35,5,60885.20319909144,24792.91,1,0.0340953743669055,0.5871871688078187,0.3783005318799381,31-40
1077,Glasses,Design,57,43,42,2,106132.10857396782,9000.0,5,1.0,0.0,0.2775330610445394,41-50
1078,Glasses,Search Engine,56,30,24,6,40000.0,24792.91,2,0.0,0.1571496164437312,1.0,21-30
1079,Glasses,Search Engine,30,42,38,5,62335.325779131264,20612.254414287887,1,0.0,0.6367637731465943,0.6133667364537896,41-50
1080,Glasses,AI,38,42,41,1,135361.50344805594,18336.82311415056,4,0.9988984307623644,0.6664143643133038,0.0,41-50
1081,Glasses,Search Engine,34,49,45,4,91410.86489389258,23561.04896729381,1,0.0801929615495421,0.4398459931933423,0.4800396821541878,41-50
1082,Pear,Sales,45,43,41,3,124712.44441541428,24595.39775055307,1,1.0,0.0,0.2419162702277845,41-50
1083,Cheerper,Support,31,31,25,6,40000.0,12152.121102828896,5,0.0,0.8605733167622789,0.581402608107251,31-40
1084,Cheerper,BigData,1,35,26,8,111794.52040517966,23311.68164112504,1,0.1119720894071892,0.7635079263487221,0.1246721153704697,31-40
1085,Cheerper,Support,39,45,42,3,61398.75109030692,12256.234361486837,4,0.0,0.8861600045860003,0.3481656166594438,41-50
1086,Pear,Design,35,39,38,1,101599.04409241056,10737.976141698731,4,0.5502148166442746,0.0,0.7128913756669013,31-40
1087,Pear,Sales,16,33,27,6,94765.33561860368,24792.91,1,0.3481054341610352,0.0177339426094914,0.6345438093550919,31-40
1088,Glasses,Search Engine,17,38,29,9,71739.55166841675,18690.83434284784,1,0.093675635496552,0.5765238327059393,0.3293851013485573,31-40
1089,Glasses,AI,1,30,27,2,149344.14431253824,24792.91,3,0.943072768537346,0.0,0.0904559589772273,21-30
1090,Glasses,Search Engine,55,33,28,5,47951.32288002258,15691.43181215131,3,0.0622387386420851,0.7703535424291388,0.1670891718413111,31-40
1091,Cheerper,Search Engine,1,31,24,7,125968.07791401526,17890.350829280174,3,0.6360689361599938,0.3401725987704121,0.0243255132569838,31-40
1092,Glasses,BigData,53,33,29,4,42408.71446763105,17817.989869685887,3,0.0194406755563389,0.4593229877161945,0.5210641954115514,31-40
1093,Glasses,Search Engine,14,30,27,2,111845.24267467276,17378.97353270011,4,0.8572979523995499,0.0676836731933384,0.0749348931877252,21-30
1094,Cheerper,Search Engine,68,42,38,4,73636.24909264696,13238.251937989471,3,0.3656449496674597,0.854172609691207,0.0,41-50
1095,Pear,AI,26,40,37,3,91041.08763627594,24792.91,1,0.273071438298596,0.4129372317904571,0.3138441603355605,31-40
1096,Glasses,Design,16,37,26,9,86502.86705874129,16534.640526096537,1,0.2666782076540739,0.5689270846213315,0.1645313930379232,31-40
1097,Cheerper,BigData,1,37,32,5,99329.35024887355,10950.163334970612,5,0.4366153255564527,0.4415636116566495,0.1218536189960156,31-40
1098,Glasses,Search Engine,37,42,37,5,48331.08798842933,24792.91,1,0.0,0.69875616040881,0.7160610396698355,41-50
1099,Glasses,AI,5,49,44,6,112468.4884400622,24792.91,1,0.2169923045418496,0.5953451431025298,0.187436620695241,41-50
1100,Cheerper,BigData,32,49,48,6,93415.04413828356,9035.552541920346,2,0.0278987456988208,0.7780935662886492,0.1943264932976473,41-50
1101,Cheerper,Search Engine,7,38,31,7,110723.1398997423,11455.407571692886,3,0.5601549100247734,0.5074983668489601,0.0,31-40
1102,Glasses,Search Engine,8,47,45,2,75358.46099333827,24792.91,1,0.0,0.2663845080673757,1.0,41-50
1103,Pear,Design,45,38,35,3,68953.11258206092,18826.32079525953,1,0.0938570287955183,0.0,1.0,31-40
1104,Glasses,Search Engine,46,43,38,4,53617.09523026742,19356.32715560269,1,0.0,0.5336941978089936,0.732711992066316,41-50
1105,Glasses,Search Engine,80,36,36,1,40000.0,19840.578623462126,3,0.0,0.3951233692805757,0.9460169650161044,31-40
1106,Pear,Design,27,38,35,3,88445.6052170724,22785.427633073752,1,0.0721196286680241,0.0,1.0,31-40
1107,Pear,Sales,1,30,23,6,145433.2940884054,19269.77172699814,1,1.0,0.0,0.1691798925478484,21-30
1108,Pear,AI,37,39,35,4,67594.9553943983,16332.018481339896,2,0.0181736210740351,0.1152493852047501,0.8664124178160602,31-40
1109,Cheerper,Support,54,40,33,6,40000.0,19997.076428255845,2,0.0,0.6923602938977371,0.4339787205733255,31-40
1110,Glasses,BigData,22,35,30,5,45018.10799201543,19731.96743375751,2,0.0,0.5052067706301668,0.8833396800309274,31-40
1111,Pear,Sales,33,45,39,6,102298.27378721736,22399.82093469525,2,0.5996740434405056,0.0,0.4767777038304439,41-50
1112,Cheerper,BigData,46,38,32,6,64679.85434449713,19447.97784296585,2,0.1125253292376011,0.836703144687688,0.0507009731107757,31-40
1113,Glasses,AI,1,32,26,6,103206.27037053372,20891.12020711952,2,0.3237078625574759,0.4148757147605375,0.2610220284583964,31-40
1114,Cheerper,AI,1,36,23,9,102718.74374930451,14324.14104453057,2,0.682222543358316,0.4173581869865239,0.0,31-40
1115,Glasses,BigData,10,33,29,4,67810.67310103297,19725.200975047814,2,0.0,0.5697334646638944,0.7615484586835486,31-40
1116,Glasses,Search Engine,15,30,22,9,57173.40673784688,15630.197829541075,3,0.1852215825665332,0.9362111561441496,0.0,21-30
1117,Pear,Search Engine,9,30,22,4,92260.52169296704,18933.02243759131,5,0.6135643160726414,0.1508790755638025,0.2355881887427879,21-30
1118,Glasses,AI,33,35,35,1,83209.77197373251,24792.91,2,0.0,0.0,1.0,31-40
1119,Glasses,Search Engine,1,34,28,7,113297.72737656308,18527.858799662023,3,0.5989272624669769,0.4807097689466284,0.0,31-40
1120,Cheerper,BigData,38,41,43,1,74798.39189977138,14936.327417997243,3,0.0,0.5056127488619604,0.6803865469169912,41-50
1121,Pear,Design,79,40,36,4,63059.31469075676,20583.64661789013,3,0.52783529552801,0.0,0.5567165562958654,31-40
1122,Cheerper,Support,10,32,25,6,97758.13534499147,9000.0,5,0.702637765398106,0.8640294609184138,0.0,31-40
1123,Glasses,Search Engine,8,30,22,7,79314.82088737101,15478.623618119163,3,0.5231548509486346,0.1042222803754276,0.372830876935915,21-30
1124,Pear,Sales,1,34,31,3,116589.87324508611,16165.41710478548,3,0.465508539566614,0.0,1.0,31-40
1125,Cheerper,AI,1,43,36,7,150951.45931786695,24107.036007397244,1,0.82901841941879,0.47850701793862,0.0,41-50
1126,Cheerper,Support,58,37,34,3,44964.63389837271,20216.24561675658,2,0.0,0.9185897109394026,0.5996249839036909,31-40
1127,Glasses,Search Engine,1,30,22,9,57623.77540815155,24792.91,1,0.2995199566467862,0.8410848886915259,0.0,21-30
1128,Glasses,AI,43,37,32,5,89715.35687812028,21768.83149487937,3,0.6167181883610311,0.3666116173892746,0.0168673472863998,31-40
1129,Cheerper,Search Engine,1,30,22,9,140954.11276404894,22666.23321897351,2,0.9622005090983252,0.4976036285964929,0.0,21-30
1130,Glasses,Search Engine,57,40,36,4,40000.0,24141.74399789099,1,0.0,0.3962212721598293,1.0,31-40
1131,Cheerper,BigData,30,44,41,3,71918.55579500826,16321.709948647553,2,0.0,0.5316830426423855,0.7326365913936765,41-50
1132,Glasses,Search Engine,10,30,25,5,73826.21351555419,17219.35474022255,4,0.0646945548938724,0.1298111083839134,0.8052913965376831,21-30
1133,Glasses,AI,28,49,48,1,121358.96721920648,21535.170679706636,2,0.2680221076445786,0.2302109395854117,0.5021189441544901,41-50
1134,Glasses,AI,47,49,46,5,77077.6703223928,15972.874095481391,4,0.3397731052053159,0.0699290689479247,0.5905006609100656,41-50
1135,Glasses,AI,31,41,35,5,90937.73057705484,21945.022930787964,1,0.3676859936947112,0.1070146863311116,0.5254937645870306,41-50
1136,Glasses,AI,29,37,30,7,82689.1882217568,18239.49344944204,2,0.5136470680553031,0.1984290301041533,0.2876982397643319,31-40
1137,Glasses,Search Engine,11,34,27,7,93903.5766455793,19193.176158354458,3,0.4955087186431753,0.6445496004226806,0.0,31-40
1138,Glasses,AI,29,41,35,6,113472.29477519944,19117.254625688893,3,1.0,0.289944801249912,0.0,41-50
1139,Glasses,BigData,80,30,23,6,40000.0,15298.247108248166,4,0.1400585556085349,0.8273309110851343,0.0320664282953307,21-30
1140,Glasses,Design,1,43,39,4,151441.2356623098,19517.945723903704,2,0.9393647577783676,0.0,0.0838665439488965,41-50
1141,Pear,Design,65,49,48,1,83071.37919248073,9000.0,4,0.3908640781042951,0.0,0.7636066747010253,41-50
1142,Glasses,Search Engine,69,49,48,5,56063.62628010227,18751.40888287378,1,0.0,0.7465431815496941,0.6385806060836937,41-50
1143,Pear,Design,19,38,37,1,85240.01490676806,22320.409369341705,1,0.0485846292629065,0.0,1.0,31-40
1144,Cheerper,Support,24,30,22,9,64657.529288057936,13032.890124439651,4,0.6129499830343592,1.0,0.0,21-30
1145,Glasses,AI,40,31,28,3,87796.06006728543,13575.908678661764,5,0.8446228436512793,0.0,0.1900277787462654,31-40
1146,Glasses,BigData,12,32,25,7,76783.00799330356,16941.290295506205,3,0.3435762350841087,0.4719711058074838,0.184854532535117,31-40
1147,Glasses,BigData,5,30,22,4,58714.136359773576,24792.91,1,0.0,0.6044241111219456,0.7304656537884582,21-30
1148,Glasses,AI,1,36,27,9,90392.27699170302,21074.39460000404,1,0.3246085787707679,0.2663474249366204,0.4095211740794584,31-40
1149,Cheerper,Search Engine,37,46,40,6,85731.0120637849,17089.870872450287,3,0.547980214019035,0.3738346661187287,0.0780432299894862,41-50
1150,Glasses,Search Engine,28,42,37,5,86808.09956077895,23188.566295539607,1,0.0737281225872344,0.4577957592837232,0.4689702871445804,41-50
1151,Glasses,Search Engine,21,32,23,9,57391.79678100253,13659.072237450626,3,0.3181345811928684,0.289300869723229,0.3929472773922421,31-40
1152,Pear,Sales,1,32,27,6,114155.39181875736,20520.97597109797,1,0.6942411099906636,0.0,0.7415023591961747,31-40
1153,Glasses,AI,2,35,32,3,117712.21499230724,22797.640289960826,2,0.6386819194604901,0.0,0.6567682073004106,31-40
1154,Cheerper,Support,1,34,29,6,91785.3790952353,22990.4974007293,2,0.0,1.0,0.0,31-40
1155,Glasses,AI,14,30,22,5,91950.50677104168,24792.91,2,0.2659621753424943,0.4809963204695615,0.2532813434151498,21-30
1156,Glasses,AI,35,37,31,6,98564.9342374763,13808.23269833083,4,0.864389211823793,0.382955318236951,0.0,31-40
1157,Pear,Sales,15,49,48,1,147734.06664194725,19025.365983112377,2,0.7371177054860016,0.0,0.4281492312536767,41-50
1158,Pear,Design,29,37,35,1,91601.2612910342,20504.795995245346,1,0.1457152710282245,0.2536745116179749,0.6001813157162348,31-40
1159,Cheerper,BigData,26,32,24,8,79379.16344037722,24792.91,1,0.0835535514216798,1.0,0.0,31-40
1160,Glasses,AI,43,30,22,9,58484.81351339567,23222.705177817494,2,0.3615668123534372,0.8319154891316909,0.0,21-30
1161,Glasses,BigData,26,31,26,5,66566.82722451224,22648.221652396755,2,0.0265648651857521,0.716172057882825,0.2575517879856597,31-40
1162,Glasses,AI,29,35,24,9,59954.532987231534,14762.652913224152,2,0.3976014954045307,0.2662414406160751,0.33610428105937,31-40
1163,Cheerper,Search Engine,1,30,22,8,110170.68423218894,24792.91,1,0.5507924624020119,0.4653381531270089,0.0,21-30
1164,Cheerper,BigData,50,41,38,3,67236.23466260923,17026.779110093008,3,0.0,0.5300047915272372,0.6313470652311164,41-50
1165,Cheerper,Support,45,38,36,1,62848.87311104912,18811.13985281296,3,0.0,1.0,0.1991535508168019,31-40
1166,Cheerper,BigData,74,32,26,6,40000.0,18890.82432256132,4,0.0,0.5025439343795771,0.5020498814902209,31-40
1167,Glasses,AI,26,39,35,4,121654.65762595389,20532.03489137275,3,0.931786547398928,0.037964889617747,0.0298626306007256,31-40
1168,Pear,Sales,44,39,40,1,91021.78645821309,24792.91,2,0.4943401297452786,0.0,1.0,31-40
1169,Pear,Sales,21,32,30,1,124666.63702827432,24792.91,2,1.0,0.0,0.4754001411369974,31-40
1170,Glasses,AI,1,30,26,4,147286.34218885528,9956.321556556197,4,1.0,0.0075234616758365,0.0,21-30
1171,Pear,Sales,42,32,24,7,83051.00071657554,24792.91,1,0.5146141329656426,0.0661000346456692,0.4190814015692025,31-40
1172,Pear,Sales,9,42,38,4,127225.25849670228,22983.277991428185,1,0.8585771558402486,0.0,0.6028920024289313,41-50
1173,Glasses,BigData,11,30,22,8,84370.59365298798,22873.117618398355,2,0.7307411987600063,0.7983224426761288,0.0,21-30
1174,Glasses,AI,39,34,27,7,79397.35185911774,13458.192334370337,4,0.5485687098080517,0.3554293986086178,0.0962679409975975,31-40
1175,Glasses,AI,1,35,29,6,107338.90088068516,23716.635279897386,1,0.0,0.508541424629787,0.5789726880257376,31-40
1176,Glasses,BigData,36,44,37,6,62767.47690793718,16580.939691741707,2,0.0518923570132217,0.7585608463944105,0.1890645536623738,41-50
1177,Cheerper,BigData,20,31,22,9,64056.760050771845,24792.91,1,0.0,1.0,0.2237592570589494,31-40
1178,Pear,AI,59,37,33,5,47605.6094561313,14706.484147103076,4,0.025910134060793,0.0170687353211609,0.9574709882368324,31-40
1179,Cheerper,Support,78,33,30,3,40000.0,22856.23866989137,3,0.0,1.0,0.5645122531314124,31-40
1180,Glasses,BigData,1,33,30,3,104820.60208806026,20556.66796190286,4,0.3219732945786843,0.0,0.8580597264070975,31-40
1181,Glasses,AI,56,42,35,6,86042.70548034429,9125.041564556495,4,0.585462711477546,0.5787893296384072,0.0,41-50
1182,Glasses,AI,38,34,28,5,55033.03057176079,19233.704831922125,2,0.045832657117259,0.3245553467020138,0.6298894159131205,31-40
1183,Pear,AI,20,35,36,1,68612.21930221876,18539.801929772788,3,0.0,0.0259694160666019,1.0,31-40
1184,Pear,Sales,54,42,36,6,66371.60177778726,17394.536808241584,1,0.2238846930017974,0.1036420144700521,0.672528320025208,41-50
1185,Cheerper,BigData,25,49,47,3,92184.86095173984,12950.202109854765,4,0.3245818541185071,0.2563710115093782,0.4188211165012673,41-50
1186,Glasses,Search Engine,20,38,30,8,94530.2316630699,14872.411268110594,4,0.5243161246723603,0.8187245073151572,0.0,31-40
1187,Glasses,Search Engine,21,37,31,6,78348.43161504221,12194.84675760788,3,0.0779554649155908,0.4903915470648762,0.4318310176731321,31-40
1188,Glasses,AI,1,34,28,6,130560.44779728928,20115.68663899064,2,0.7976195306439101,0.4215790767551828,0.0,31-40
1189,Pear,AI,25,30,26,4,48534.73817476909,22793.701208611383,1,0.0,0.3568998816431318,1.0,21-30
1190,Cheerper,BigData,28,49,48,1,94263.0794295152,20522.92445368724,2,0.0,0.3942903635895924,0.7897413331828687,41-50
1191,Glasses,Search Engine,21,45,41,5,96035.55013572014,15321.513115210835,2,0.1311191076773599,0.3095991983054828,0.5595531206256962,41-50
1192,Glasses,AI,46,32,27,5,70698.95251779768,23989.229218512675,2,0.0555419252644995,0.6507302986967076,0.2937489919686781,31-40
1193,Pear,Sales,10,31,26,5,94101.8815496016,24792.91,1,0.5376138312182457,0.0,0.688484768635508,31-40
1194,Glasses,AI,14,47,44,3,132013.1182328447,21952.075634784644,3,0.7056147590038886,0.1978223045908882,0.0966071295040529,41-50
1195,Pear,Sales,44,35,28,7,109897.28863017142,12374.575110068614,4,1.0,0.0,0.2534719412583543,31-40
1196,Glasses,Search Engine,3,45,40,5,109179.43256111834,17392.51720245717,2,0.2897386377668275,0.4713497773314428,0.2391591141198641,41-50
1197,Glasses,Design,46,42,41,1,73496.75688099809,20638.222347333973,2,0.1216988442052366,0.0,1.0,41-50
1198,Pear,Design,58,38,38,1,88889.22706695594,12344.146658022051,5,0.6691834619530075,0.0,0.7664108645392702,31-40
1199,Cheerper,Support,18,36,30,6,112642.59463901908,12583.296272705007,5,0.9379043146252108,0.7430525563030299,0.0,31-40
1200,Glasses,Search Engine,22,30,22,6,68017.32940963491,24792.91,1,0.133635985498753,0.8503108509679875,0.0158786939429571,21-30
1201,Glasses,Search Engine,35,30,24,4,79086.84341252413,21847.50969897441,3,0.3238583029265721,0.5861007363853281,0.089632993687572,21-30
1202,Glasses,Design,1,37,27,9,149725.38698640396,21432.270060223545,2,1.0,0.4086178431736271,0.0,31-40
1203,Cheerper,Search Engine,36,33,24,9,78100.38269799165,20322.13211617733,2,0.4602562564218785,0.736524697171054,0.0,31-40
1204,Pear,Sales,23,43,43,1,126802.83585432716,21774.465402091875,2,0.8346511822692841,0.0,0.7739202223941896,41-50
1205,Glasses,AI,16,49,48,3,141451.39075117256,21480.998197461373,1,0.7436481559498602,0.1394122466112146,0.1172028709533067,41-50
1206,Glasses,Search Engine,54,33,30,3,40000.0,24792.91,2,0.0,0.1745524052477132,1.0,31-40
1207,Cheerper,Support,39,49,44,6,63098.76460017623,9730.31143567101,4,0.0027043731743304,1.0,0.0,41-50
1208,Pear,Design,28,47,45,2,93047.790016217,20448.49929786176,1,0.0709839575014719,0.0,0.9461624524454436,41-50
1209,Cheerper,BigData,7,35,28,7,95266.49474449833,11437.382421525976,5,0.54343460148041,0.5478230250626922,0.0,31-40
1210,Pear,Design,46,30,22,9,58127.95375573517,19649.80830048433,2,0.4593849021730284,0.351932132280794,0.1881963025606431,21-30
1211,Cheerper,BigData,18,30,22,9,97820.68844852426,14527.418912211177,3,1.0,1.0,0.0,21-30
1212,Glasses,AI,45,43,39,4,60129.494919147946,13011.80490532835,3,0.0267085060151245,0.1076293014493706,0.8653526854529141,41-50
1213,Cheerper,BigData,65,45,40,5,54212.36856034653,15502.56488694426,4,0.083615250488831,0.6964018128579171,0.2198530333210687,41-50
1214,Cheerper,Search Engine,25,48,44,5,124496.04561669283,16745.434288641507,2,0.8008729116514017,0.5079566877415516,0.0,41-50
1215,Glasses,Design,6,39,34,4,127012.85718760852,18032.251810416725,3,0.8992341511330693,0.0,0.1804062500952301,31-40
1216,Glasses,AI,21,34,30,4,79142.5701807273,14262.540106203618,3,0.2348289093504164,0.0162176657493693,0.7487467367472502,31-40
1217,Pear,Design,13,36,32,5,94426.9153038476,16458.85181421144,2,0.3759501265067406,0.0,0.6748892208555577,31-40
1218,Glasses,AI,55,37,31,7,64746.75634347035,16562.719166293915,3,0.6156565572394196,0.4348837477035228,0.0,31-40
1219,Glasses,Design,32,47,44,2,122060.56725462084,14107.455707933445,4,0.8143785863322532,0.0,0.3540737498344785,41-50
1220,Glasses,AI,12,42,38,4,126228.6377825836,16054.41453430763,3,0.6762722799373835,0.42966357231154,0.0,41-50
1221,Glasses,AI,56,43,41,2,78846.76591011528,24792.91,1,0.0890263541088461,0.2942851751905113,0.616995347064689,41-50
1222,Glasses,BigData,44,33,29,4,42576.86072937329,15959.994236540477,2,0.0,1.0,0.349354879892347,31-40
1223,Glasses,Search Engine,66,32,30,2,48881.70423525039,24792.91,2,0.0,0.4681100811115566,0.6239611784345984,31-40
1224,Pear,Design,24,31,27,4,97970.27943209327,13519.149888608825,4,1.0,0.0,0.2240429202890009,31-40
1225,Pear,Sales,19,43,43,1,121059.07696484338,24792.91,1,0.4032975077407165,0.0,0.9129799125958123,41-50
1226,Glasses,Search Engine,49,46,48,1,83793.90905475343,21926.692290453146,3,0.0207291498718251,0.1277706272267537,0.8519759837568299,41-50
1227,Glasses,Search Engine,17,30,22,9,75886.07942352902,20003.338568434137,2,0.4340987057153237,0.914948184564068,0.0,21-30
1228,Glasses,AI,1,45,39,6,111102.36138101564,18105.11490088918,3,0.7856894594328645,0.0,0.5086222361057702,41-50
1229,Cheerper,Search Engine,62,41,34,7,51837.01710389776,12640.52002178391,2,0.1824800823326288,0.7360385541969585,0.0818602557208326,41-50
1230,Pear,Design,53,38,40,1,95271.31410166172,16757.062911838388,4,0.6010752177081129,0.0,0.5862233256014471,31-40
1231,Pear,Sales,13,30,22,7,134312.9978287712,20659.533642710143,3,1.0,0.0,0.0,21-30
1232,Cheerper,Support,49,36,30,6,40000.0,11636.244981929223,4,0.0,0.4564703716689021,0.7966992639284922,31-40
1233,Glasses,AI,20,37,33,4,89679.34840086204,24792.91,1,0.0,0.4170050454871593,0.6391649665798614,31-40
1234,Cheerper,Support,60,37,30,7,44392.065962904766,14930.606724636698,3,0.0,1.0,0.0,31-40
1235,Glasses,AI,46,49,48,6,92647.42431373856,15140.225855131332,3,0.5065648163184284,0.1169869550943754,0.376556539054997,41-50
1236,Cheerper,BigData,50,49,47,3,67212.57309266398,20079.831031846745,2,0.0,0.6943744662867359,0.3708638408822659,41-50
1237,Glasses,Search Engine,19,43,42,1,105118.29579582282,11367.269151440065,4,0.4357792458939035,0.0383708238855503,0.5259321864848325,41-50
1238,Pear,Sales,1,39,32,7,113337.60695510272,24792.91,1,0.2743763662809049,0.2608213225736247,0.4652159082957365,31-40
1239,Glasses,AI,30,49,43,8,102284.558648008,20644.24472265713,1,0.3549920072874683,0.4859700591269865,0.1584914553462567,41-50
1240,Glasses,AI,1,33,26,7,108836.9053300693,14861.386214982384,3,0.7610036964734007,0.1771029352924987,0.0622128399943991,31-40
1241,Cheerper,Support,76,32,25,7,47608.19383184063,14719.014770869428,5,0.4088082080000766,1.0,0.0,31-40
1242,Glasses,Design,35,45,41,4,114559.05202605846,12235.577101207557,4,1.0,0.0,0.1903898368107389,41-50
1243,Cheerper,BigData,40,39,31,8,57769.40448989264,12814.792872270522,3,0.2106993578698425,0.484906760730916,0.3042193069596193,31-40
1244,Glasses,Search Engine,66,44,46,1,54013.82760834597,15743.495426963567,4,0.0,0.0,1.0,41-50
1245,Cheerper,BigData,3,32,24,9,105468.69273120526,16437.585607165558,3,0.6984090482399166,0.7706555195415192,0.0,31-40
1246,Cheerper,Search Engine,37,49,44,5,80370.04264835014,16605.4841949217,2,0.0515284977174016,0.8641770404749589,0.0843282333826404,41-50
1247,Pear,Sales,6,39,33,5,149127.80104466906,18339.895974972333,2,1.0,0.0188604948010603,0.0,31-40
1248,Pear,Sales,24,32,27,5,105543.85342665522,11824.968075000612,3,0.9115233403694928,0.0,0.3986844417863264,31-40
1249,Glasses,Search Engine,16,39,35,4,92533.39969074972,18633.74620498809,4,0.6530084530104042,0.0041238185284492,0.3429122285776229,31-40
1250,Glasses,Search Engine,35,42,39,3,98381.81692881696,14397.683000329984,4,0.6536689845013662,0.4816243761272706,0.0,41-50
1251,Glasses,Search Engine,80,49,48,1,84457.68605304416,9000.0,5,0.8371416644280483,0.0,0.3491407421308752,41-50
1252,Glasses,AI,39,38,33,5,40000.0,18388.832977026275,2,0.0,0.0,1.0,31-40
1253,Glasses,AI,10,33,28,5,103602.39565783626,14903.198666407136,4,0.7141361899306464,0.0949806801698709,0.1910507269307413,31-40
1254,Glasses,Search Engine,60,31,29,2,78474.20209265965,9000.0,5,0.4308186980358366,0.5418278480035408,0.0276244108467554,31-40
1255,Pear,Design,1,35,30,6,97648.66722915022,17154.969142368984,2,0.5447182201094976,0.0,0.4690565399598931,31-40
1256,Glasses,AI,41,39,37,2,79007.48086004179,24792.91,1,0.0,0.6115812775818656,0.4465590785245393,31-40
1257,Pear,Design,70,38,34,4,70958.02780920586,18541.95554068772,3,0.6538236582723675,0.0,0.3807261153180524,31-40
1258,Cheerper,Support,13,35,31,4,45698.21299548696,17846.29459226245,3,0.0,1.0,0.4071516607216242,31-40
1259,Glasses,BigData,40,30,22,8,40000.0,19445.03941243069,2,0.0,0.6489331357041354,0.640159450796891,21-30
1260,Cheerper,Support,72,42,37,5,56678.64392307031,15167.005899038328,3,0.2054350054411281,1.0,0.0,41-50
1261,Glasses,Design,76,38,35,3,59981.6950477192,9000.0,5,0.6108404814690731,0.0,0.5912469503065728,31-40
1262,Cheerper,BigData,12,30,23,5,81184.34188922727,13268.662105937789,5,0.301879919683152,0.4385402394752816,0.2597271965193946,21-30
1263,Glasses,AI,27,34,29,5,64417.05989027461,18825.51758482873,2,0.1995769757946338,0.1858871011465362,0.6148334876574274,31-40
1264,Glasses,AI,34,47,42,5,128956.85322777566,13393.754806725738,4,1.0,0.3449792039867582,0.0,41-50
1265,Glasses,AI,1,30,23,6,121228.10395797624,24792.91,1,0.5430022351805539,0.1813593431475208,0.275320929677317,21-30
1266,Glasses,Search Engine,80,47,47,1,63147.22365483036,15263.562442216677,4,0.1733520001183457,0.2292693169440963,0.59750906801929,41-50
1267,Pear,Design,1,33,26,7,144301.90673594223,15598.00644971127,3,1.0,0.0,0.0,31-40
1268,Pear,Sales,17,33,31,3,151417.5914496181,19569.68349339325,3,1.0,0.0,0.0,31-40
1269,Cheerper,Support,20,33,27,6,54359.86188741891,15629.996999941506,3,0.0,0.847281072486763,0.351964759659141,31-40
1270,Pear,AI,39,46,45,1,85881.08145734837,13837.0402134385,2,0.0,0.1180630061522018,1.0,41-50
1271,Cheerper,BigData,33,36,32,4,98095.64411645502,17552.22340486759,3,0.3465323816342767,0.5096800484193877,0.143594543160379,31-40
1272,Glasses,AI,8,41,36,5,100749.26081779634,10590.110356242754,3,0.3807193773167087,0.0516566212162373,0.5672756593266032,41-50
1273,Glasses,Design,27,48,41,7,102827.08467323025,16194.943337421875,1,0.6328092019481213,0.1453180762647639,0.2214388458305704,41-50
1274,Glasses,AI,64,37,34,2,71889.72241651398,21113.43948351844,2,0.3386927583770669,0.4209017893585036,0.2401142647048773,31-40
1275,Glasses,Search Engine,42,40,38,2,100486.97198076607,17252.334707211714,4,0.7021971606451454,0.2620398136441578,0.0356286079024401,31-40
1276,Glasses,AI,38,37,32,5,85570.36030936426,23047.187368814324,1,0.2423266934981541,0.5861758841627942,0.17138456877547,31-40
1277,Glasses,AI,1,30,22,8,102500.99073161604,11866.44310559126,3,0.5817747434160062,0.0651844690723301,0.352896790123459,21-30
1278,Glasses,Search Engine,9,30,22,8,105020.13272857334,22880.550572261367,3,1.0,0.3897517910267346,0.0,21-30
1279,Glasses,AI,6,36,31,6,91513.33124253862,22382.42429365711,2,0.3391333811528439,0.0,0.8566492569514537,31-40
1280,Glasses,AI,58,43,38,5,73834.50697830025,11454.854545350205,5,0.6331600710268532,0.0,0.4821664398548647,41-50
1281,Glasses,Search Engine,56,33,29,4,69995.18654090783,11142.818949229702,5,0.6244126951645341,0.0488848027006396,0.3271008541550443,31-40
1282,Glasses,Search Engine,80,46,47,1,43368.09076407913,20621.381264757398,3,0.0,0.2546897226577075,1.0,41-50
1283,Cheerper,Support,62,31,23,8,40000.0,17699.806461492673,2,0.0,1.0,0.0,31-40
1284,Cheerper,Search Engine,40,35,28,8,93372.4474991283,16659.253734272494,2,0.6605544199934439,0.7033959388625357,0.0,31-40
1285,Cheerper,BigData,42,49,47,3,72951.97780047396,19116.47205624728,2,0.0,0.5200444366085848,0.6386257889190449,41-50
1286,Glasses,AI,30,49,48,1,102324.21786080924,17474.44119713148,1,0.0,0.1961794703515141,0.8257338160290031,41-50
1287,Glasses,BigData,25,36,33,2,89771.4401215505,16252.458224252969,4,0.3001310029519624,0.5423251480852415,0.1576721324382284,31-40
1288,Glasses,AI,16,44,38,6,106891.79280880876,13059.768344421482,4,0.9577133460216748,0.0,0.3635945834335916,41-50
1289,Pear,AI,26,37,34,3,70763.65262232693,9731.665591338244,5,0.1800039130017176,0.0,1.0,31-40
1290,Glasses,AI,44,48,48,1,92205.88519335965,16722.359446511568,3,0.1758761819691877,0.2109177302225031,0.6131636254259935,41-50
