Unnamed: 0,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor,bonus_adicional,aumento_salario,clave_compuesta,rango_edad
1535,Glasses,Search Engine,70,49,48,2,45238.28280492184,9000.0,4,0.7042712896350095,0.2957287103649905,0.8012660245112051,376.9856900410153,0.0,Glasses_Search Engine_70,41-50
1536,Glasses,Search Engine,38,41,42,1,95315.6627213488,19730.081460431385,2,0.5640359465522564,0.4359640534477435,0.7639873953888479,794.2971893445733,0.0,Glasses_Search Engine_38,41-50
1537,Glasses,Search Engine,30,30,22,5,72289.5796743979,14468.430718365007,5,0.6042126738530282,0.39578732614697176,0.282498540440435,602.4131639533158,0.0,Glasses_Search Engine_30,21-30
1538,Glasses,AI,44,37,37,1,121207.91437722792,19656.61953049452,4,0.9500485600301192,0.04995143996988083,0.0,1010.0659531435662,0.0,Glasses_AI_44,31-40
1539,Pear,Sales,15,38,32,6,135813.38661255344,21715.76539778784,1,1.0,0.0,0.2023697076265427,1131.7782217712786,20372.007991883016,Pear_Sales_15,31-40
1540,Glasses,Search Engine,59,30,22,6,52836.49372701318,24792.91,2,0.28906060082330765,0.7109393991766924,0.0951173536386918,440.3041143917765,7925.474059051976,Glasses_Search Engine_59,21-30
1541,Glasses,AI,1,42,33,9,131501.69168806975,17463.64096413298,2,1.0,0.0,0.0,1095.8474307339147,19725.25375321046,Glasses_AI_1,41-50
1542,Glasses,BigData,62,49,48,1,79230.1571629227,16273.07853185071,3,0.4481692753401091,0.5518307246598909,0.5960564586250682,660.2513096910225,0.0,Glasses_BigData_62,41-50
1543,Pear,Sales,40,35,34,2,78931.58174383707,24792.91,1,0.2727516397099439,0.7272483602900561,0.7686592127572991,657.7631811986423,11839.737261575561,Pear_Sales_40,31-40
1544,Glasses,BigData,75,43,47,1,63121.88187530263,14226.84740514472,4,0.7735871691349916,0.2264128308650084,0.9021381126064918,526.0156822941887,0.0,Glasses_BigData_75,41-50
1545,Cheerper,BigData,1,31,27,4,104303.11889072914,17585.588351647402,2,0.21688579253483575,0.7831142074651642,0.0,869.1926574227429,15645.46783360937,Cheerper_BigData_1,31-40
1546,Glasses,AI,41,46,40,6,90352.24173319955,23306.549790628986,1,0.2676902440387,0.7323097559613,0.0432550572006005,752.935347776663,13552.836259979933,Glasses_AI_41,41-50
1547,Glasses,AI,14,30,22,8,57833.76978443023,24280.921683922148,2,0.7032422004099049,0.2967577995900951,0.5915560237120718,481.9480815369186,8675.065467664534,Glasses_AI_14,21-30
1548,Pear,Design,8,40,35,4,102601.49987666612,20535.717140781137,2,0.3180548183485835,0.6819451816514165,0.92869800070423,855.0124989722177,15390.224981499916,Pear_Design_8,31-40
1549,Glasses,Search Engine,10,34,29,5,99421.50457190417,18450.88864121485,3,0.5121890339544596,0.4878109660455404,0.0630387827443594,828.5125380992014,14913.225685785625,Glasses_Search Engine_10,31-40
1550,Glasses,AI,14,37,27,9,73467.14228849414,18306.014032265844,1,0.6239561661986253,0.3760438338013748,0.3495153060217311,612.2261857374511,11020.071343274121,Glasses_AI_14,31-40
1551,Glasses,Search Engine,1,39,32,7,111453.31907416876,22768.892856347324,1,0.35932070852262676,0.6406792914773732,0.2342692512773319,928.7776589514064,16717.997861125314,Glasses_Search Engine_1,31-40
1552,Pear,AI,80,46,44,2,40000.0,11904.42280719718,4,0.0942510903915583,0.9057489096084417,1.0,333.3333333333333,0.0,Pear_AI_80,41-50
1553,Glasses,AI,18,30,22,9,102775.93109778658,23459.585772221268,2,0.9825815716092908,0.017418428390709173,0.0,856.4660924815549,15416.389664667986,Glasses_AI_18,21-30
1554,Cheerper,Support,8,41,36,5,108695.70081004928,20937.123631395225,2,0.0,1.0,0.0,905.7975067504108,16304.355121507391,Cheerper_Support_8,41-50
1555,Cheerper,Support,48,40,36,4,49031.975662183286,18487.43198948832,3,0.21126013039040337,0.7887398696095966,0.6731937027754509,408.59979718486073,7354.796349327493,Cheerper_Support_48,31-40
1556,Glasses,Design,68,41,38,3,97882.42521620008,15218.194511563072,4,0.9654062904107146,0.034593709589285426,0.0,815.6868768016674,0.0,Glasses_Design_68,41-50
1557,Glasses,AI,40,39,35,4,71667.87324085727,20913.53466880221,1,0.4773738159529871,0.5226261840470129,0.5860980636197508,597.2322770071439,10750.18098612859,Glasses_AI_40,31-40
1558,Pear,Sales,34,48,45,3,122874.09026120952,14547.054813332768,1,0.6579789692770139,0.34202103072298606,0.1959947418546573,1023.950752176746,18431.113539181428,Pear_Sales_34,41-50
1559,Glasses,Search Engine,24,32,25,6,81015.56094882629,24792.91,2,0.05479371843833525,0.9452062815616648,0.0,675.1296745735524,12152.334142323942,Glasses_Search Engine_24,31-40
1560,Pear,AI,57,37,37,1,61681.3041271541,17531.143874783957,4,0.8948846724273598,0.1051153275726402,0.8322433469956231,514.0108677262842,0.0,Pear_AI_57,31-40
1561,Cheerper,Support,58,36,29,7,54109.15794777133,9000.0,5,0.34970068760243245,0.6502993123975676,0.0,450.90964956476114,8116.373692165699,Cheerper_Support_58,31-40
1562,Glasses,Search Engine,18,31,23,8,90746.5903693858,10955.98580122738,4,0.92009174578347,0.07990825421653003,0.0,756.2215864115483,13611.98855540787,Glasses_Search Engine_18,31-40
1563,Glasses,Sales,37,42,40,2,114918.67965103366,22167.2741628743,1,0.5132422355385218,0.4867577644614782,0.5202485637623571,957.655663758614,17237.801947655047,Glasses_Sales_37,41-50
1564,Glasses,Search Engine,65,48,43,5,64792.798110873024,18623.548605233,2,0.30942347424280303,0.690576525757197,0.2997534675210754,539.9399842572752,9718.919716630953,Glasses_Search Engine_65,41-50
1565,Cheerper,BigData,1,30,22,9,90097.26991073236,19215.80212628404,3,0.07920115334482203,0.920798846655178,0.0,750.8105825894363,13514.590486609854,Cheerper_BigData_1,21-30
1566,Glasses,AI,55,37,32,4,70266.33597377334,24516.10398313771,2,0.5602208166074811,0.4397791833925189,0.3597581894540569,585.5527997814446,10539.950396066,Glasses_AI_55,31-40
1567,Glasses,Design,1,44,36,8,116311.81832408368,17793.1604448363,2,0.6455808208222613,0.3544191791777387,0.5111911227155455,969.2651527006974,17446.77274861255,Glasses_Design_1,41-50
1568,Cheerper,BigData,61,42,35,7,99853.0752459008,11470.927237154488,4,0.91333755840389,0.08666244159611003,0.0,832.1089603825068,14977.96128688512,Cheerper_BigData_61,41-50
1569,Glasses,Search Engine,24,30,22,9,42369.81858195848,23829.7483784126,1,0.10932666188910756,0.8906733381108924,0.1672991593348912,353.08182151632076,6355.472787293772,Glasses_Search Engine_24,21-30
1570,Pear,Design,1,39,31,8,92125.92887081992,19591.48536756256,1,0.8935350080537412,0.1064649919462588,0.8061871254016318,767.7160739234993,13818.889330622987,Pear_Design_1,31-40
1571,Cheerper,BigData,80,42,37,5,40000.0,19376.697512280072,2,0.23459250328764303,0.765407496712357,0.8373406563994592,333.3333333333333,6000.0,Cheerper_BigData_80,41-50
1572,Glasses,Design,23,49,48,3,109359.28443012404,12168.45298899163,2,0.3483047423013553,0.6516952576986448,0.9215079186462568,911.3273702510337,16403.892664518604,Glasses_Design_23,41-50
1573,Glasses,BigData,5,35,34,1,83474.9981785866,24792.91,2,0.7154263382639559,0.2845736617360441,0.9288960785519724,695.6249848215549,0.0,Glasses_BigData_5,31-40
1574,Cheerper,BigData,38,37,31,6,69319.88635508803,19838.934001497757,3,0.46663224554879057,0.5333677544512094,0.3001009767637727,577.6657196257337,10397.982953263205,Cheerper_BigData_38,31-40
1575,Glasses,AI,25,49,48,1,120708.63618904725,14886.118713309834,2,0.4203501280001673,0.5796498719998326,0.3911136515557691,1005.9053015753938,0.0,Glasses_AI_25,41-50
1576,Cheerper,Support,1,35,32,3,149578.86859460932,23975.39374871674,3,0.3893180366006317,0.6106819633993683,0.4065647157522808,1246.4905716217443,0.0,Cheerper_Support_1,31-40
1577,Cheerper,BigData,28,35,27,8,99686.36011262891,10406.73446040141,3,0.08440104805977922,0.9155989519402208,0.0,830.7196676052409,14952.954016894337,Cheerper_BigData_28,31-40
1578,Pear,Design,32,34,32,2,73260.41968836209,15436.16510332549,3,0.3034439208755236,0.6965560791244765,0.9736663993863276,610.5034974030174,0.0,Pear_Design_32,31-40
1579,Glasses,AI,40,37,28,8,62137.037586426464,22475.265394368824,1,0.44814367385584974,0.5518563261441503,0.3027885475302214,517.8086465535539,9320.55563796397,Glasses_AI_40,31-40
1580,Pear,Sales,19,42,36,6,133500.48279203763,17859.079053342382,1,1.0,0.0,0.0,1112.5040232669803,20025.072418805645,Pear_Sales_19,41-50
1581,Glasses,Design,30,49,48,3,95679.91956949004,24406.39899762772,1,0.2565813363246906,0.7434186636753094,0.8548891447786806,797.3326630790838,14351.987935423505,Glasses_Design_30,41-50
1582,Glasses,AI,2,42,35,7,126955.692868475,16735.774174667662,2,0.6551717044690702,0.34482829553092975,0.0,1057.9641072372917,19043.35393027125,Glasses_AI_2,41-50
1583,Glasses,AI,29,37,34,3,72677.50522252604,18180.15184065529,2,0.1828187663235606,0.8171812336764395,0.7473760443383086,605.6458768543838,10901.625783378906,Glasses_AI_29,31-40
1584,Glasses,AI,10,39,40,1,107561.046133113,20437.98688135458,2,0.7889216157992344,0.2110783842007656,0.7608996863483256,896.3420511092751,0.0,Glasses_AI_10,31-40
1585,Glasses,Search Engine,45,48,46,2,94930.58510704002,18037.83018426849,2,0.6049652215380212,0.3950347784619787,0.4350007838469644,791.0882092253336,0.0,Glasses_Search Engine_45,41-50
1586,Glasses,AI,32,37,31,6,98006.1470026121,11660.701078059576,4,0.924119769191248,0.07588023080875195,0.1364347267459176,816.7178916884342,14700.922050391813,Glasses_AI_32,31-40
1587,Cheerper,BigData,1,31,27,4,120180.29692565484,14652.683569298508,4,0.8206759583866661,0.17932404161333393,0.0,1001.502474380457,0.0,Cheerper_BigData_1,31-40
1588,Cheerper,Support,68,48,44,4,41122.3276817094,12799.67264315792,4,0.2445433860631674,0.7554566139368326,0.4416646976530926,342.686064014245,0.0,Cheerper_Support_68,41-50
1589,Glasses,Search Engine,34,32,25,7,72254.41901907662,21605.587484863776,1,0.33275488645264106,0.6672451135473589,0.0,602.1201584923052,10838.162852861493,Glasses_Search Engine_34,31-40
1590,Glasses,AI,51,39,41,1,93708.2522377958,19454.04897861612,3,0.5747490930639335,0.4252509069360665,0.4226938971475961,780.9021019816317,0.0,Glasses_AI_51,31-40
1591,Glasses,AI,58,41,35,6,58736.91924304109,20648.246263691923,1,0.5951233606924768,0.4048766393075231,0.3643677887919224,489.47432702534246,8810.537886456163,Glasses_AI_58,41-50
1592,Glasses,Search Engine,38,40,37,3,60546.487621380285,24792.91,1,0.4077729876877063,0.5922270123122937,0.947014496670228,504.5540635115024,9081.973143207042,Glasses_Search Engine_38,31-40
1593,Glasses,AI,23,39,33,7,86105.6379587514,10276.530150954724,4,0.5521834462993327,0.4478165537006673,0.2362109007772688,717.546982989595,12915.84569381271,Glasses_AI_23,31-40
1594,Glasses,Search Engine,14,31,23,9,80362.45613345716,18497.10100823721,3,0.5294374585726092,0.47056254142739085,0.1607303812055353,669.6871344454763,12054.368420018574,Glasses_Search Engine_14,31-40
1595,Pear,Design,15,44,40,4,103470.50062420912,14716.087791237816,2,0.3906450120179225,0.6093549879820774,0.9212251151607824,862.2541718684093,15520.575093631367,Pear_Design_15,41-50
1596,Glasses,Search Engine,39,37,34,3,71138.2003415426,21070.10615083683,2,0.1321256752237259,0.8678743247762741,0.8324970284067801,592.8183361795217,10670.73005123139,Glasses_Search Engine_39,31-40
1597,Cheerper,BigData,23,49,47,6,116559.99540858487,20303.690348743527,1,0.2566224138705322,0.7433775861294678,0.0,971.3332950715406,17483.99931128773,Cheerper_BigData_23,41-50
1598,Cheerper,BigData,39,47,42,6,105852.53760470902,17129.582761773403,2,0.04205113783909842,0.9579488621609016,0.0,882.1044800392419,15877.880640706353,Cheerper_BigData_39,41-50
1599,Glasses,Search Engine,63,41,41,1,69456.20022381775,10291.230884647935,5,0.2116179659929569,0.7883820340070431,0.6153456088989554,578.8016685318147,0.0,Glasses_Search Engine_63,41-50
1600,Cheerper,BigData,24,38,29,9,62356.48626242974,24517.086967897143,1,0.0,1.0,0.1768488976900642,519.6373855202479,9353.472939364461,Cheerper_BigData_24,31-40
1601,Glasses,AI,1,35,29,6,102519.87342976386,20074.656529734733,2,0.7812140991027701,0.21878590089723,0.5661412019747588,854.3322785813656,15377.981014464578,Glasses_AI_1,31-40
1602,Pear,Design,72,37,31,5,59926.29289387389,22165.989053663703,1,0.475331200580031,0.524668799419969,0.3030404410780924,499.3857741156158,8988.943934081084,Pear_Design_72,31-40
1603,Cheerper,Support,8,32,33,1,101352.03289434232,19999.188983263088,4,0.1267974768960063,0.8732025231039937,0.0821300895505109,844.6002741195194,0.0,Cheerper_Support_8,31-40
1604,Glasses,Search Engine,1,36,27,9,116381.19391175866,24115.366062700305,1,0.11576676990165669,0.8842332300983433,0.0,969.843282597989,17457.179086763797,Glasses_Search Engine_1,31-40
1605,Cheerper,BigData,1,31,24,7,132940.96801964316,21312.849975492776,3,0.6468312121884733,0.3531687878115267,0.1478093402790667,1107.8414001636932,19941.145202946474,Cheerper_BigData_1,31-40
1606,Pear,Design,71,49,48,3,62407.39196118631,13253.59862388736,3,0.1774441300976488,0.8225558699023512,0.9551140596678152,520.0615996765526,0.0,Pear_Design_71,41-50
1607,Pear,Design,36,47,45,2,101693.88029919252,15301.6570431912,3,0.5208583504418762,0.47914164955812377,0.5030767699720445,847.4490024932711,0.0,Pear_Design_36,41-50
1608,Cheerper,BigData,76,34,27,7,40000.0,19194.136940422835,2,0.34437546080256154,0.6556245391974385,0.3630580933027857,333.3333333333333,6000.0,Cheerper_BigData_76,31-40
1609,Glasses,Search Engine,33,42,36,6,105072.800120917,14716.42367455392,4,0.8655255493492773,0.13447445065072272,0.0,875.6066676743085,15760.920018137549,Glasses_Search Engine_33,41-50
1610,Cheerper,BigData,10,30,22,5,72871.49271212604,17298.506016966185,2,0.31022573769574757,0.6897742623042524,0.3973393090746188,607.262439267717,10930.723906818906,Cheerper_BigData_10,21-30
1611,Glasses,AI,51,33,29,4,87026.36139181079,19054.185773458088,3,0.6466994312747851,0.35330056872521487,0.3473432072860547,725.2196782650899,13053.954208771618,Glasses_AI_51,31-40
1612,Cheerper,Support,70,39,35,4,40000.0,19138.89389818223,2,0.41554854160953436,0.5844514583904656,0.8973675691642717,333.3333333333333,6000.0,Cheerper_Support_70,31-40
1613,Glasses,Search Engine,1,33,27,6,123279.29469662045,21180.36971038575,3,0.7848714640937935,0.2151285359062065,0.0,1027.3274558051705,18491.894204493066,Glasses_Search Engine_1,31-40
1614,Glasses,Search Engine,44,40,38,2,70895.9430567366,24792.91,1,0.3412803090247212,0.6587196909752788,0.5012600776506091,590.7995254728052,10634.39145851049,Glasses_Search Engine_44,31-40
1615,Cheerper,BigData,37,34,26,8,68561.89030050879,13614.960308955777,4,0.24092331282263513,0.7590766871773649,0.0,571.3490858375733,10284.283545076318,Cheerper_BigData_37,31-40
1616,Glasses,Search Engine,1,30,22,6,101982.37350695654,22399.612613915044,2,0.5264372603918006,0.4735627396081994,0.0,849.8531125579713,15297.35602604348,Glasses_Search Engine_1,21-30
1617,Pear,AI,40,32,30,2,56133.86651725556,21760.38336116718,3,0.8296359748221143,0.1703640251778858,0.7969231403735388,467.7822209771297,0.0,Pear_AI_40,31-40
1618,Glasses,Design,1,41,35,6,153000.0,14993.94604560663,3,1.0,0.0,0.0,1275.0,22950.0,Glasses_Design_1,41-50
1619,Cheerper,BigData,43,40,36,3,47834.82340939731,15988.59851024784,3,0.4640132531971508,0.5359867468028492,0.7915053100556555,398.62352841164426,0.0,Cheerper_BigData_43,31-40
1620,Glasses,Search Engine,45,47,41,6,72826.09235474658,17384.944538765863,2,0.43489869441839735,0.5651013055816027,0.2115871457804031,606.8841029562215,10923.913853211987,Glasses_Search Engine_45,41-50
1621,Cheerper,Search Engine,51,37,31,6,89859.66208570088,19273.36842191986,3,0.17287125983683316,0.8271287401631668,0.0,748.8305173808408,13478.949312855131,Cheerper_Search Engine_51,31-40
1622,Cheerper,Search Engine,48,43,39,4,66871.23799868184,14257.965679986544,3,0.5917226616873867,0.4082773383126133,0.5043558065166714,557.260316655682,10030.685699802276,Cheerper_Search Engine_48,41-50
1623,Glasses,Search Engine,20,36,34,3,81167.84930905899,21315.83528339656,3,0.5692694834245652,0.4307305165754348,0.4913294308494732,676.3987442421583,0.0,Glasses_Search Engine_20,31-40
1624,Cheerper,Support,15,42,41,1,107010.35863219356,19297.47328842953,3,0.16717647368670874,0.8328235263132913,0.2176418202653869,891.7529886016131,0.0,Cheerper_Support_15,41-50
1625,Glasses,BigData,1,30,25,3,97665.39829744725,24792.91,2,0.4005392944168784,0.5994607055831216,0.1378000788101296,813.8783191453937,14649.809744617087,Glasses_BigData_1,21-30
1626,Cheerper,Support,41,40,38,2,43480.602914797935,22776.037001395693,3,0.18410208819825236,0.8158979118017476,0.7769451021197515,362.33835762331614,0.0,Cheerper_Support_41,31-40
1627,Pear,Sales,5,31,28,3,129013.53324523062,24792.91,1,0.5641008467414432,0.43589915325855677,0.1908700724877627,1075.1127770435885,19352.029986784593,Pear_Sales_5,31-40
1628,Glasses,BigData,18,38,33,5,61944.807019337306,21871.98689038938,1,0.6275310893169133,0.3724689106830867,0.99715548684751,516.2067251611443,9291.721052900595,Glasses_BigData_18,31-40
1629,Glasses,AI,35,35,29,6,100064.02703156648,17697.629724107355,2,0.8572311438046119,0.14276885619538815,0.0,833.8668919297207,15009.604054734971,Glasses_AI_35,31-40
1630,Glasses,Design,25,49,44,6,131964.58441470048,20996.59819836096,1,0.7806609647675247,0.21933903523247533,0.0,1099.7048701225042,19794.687662205073,Glasses_Design_25,41-50
1631,Pear,Sales,64,36,32,4,55720.33081015982,16258.013852728222,3,0.2763144746617594,0.7236855253382406,1.0,464.3360900846653,8358.049621523973,Pear_Sales_64,31-40
1632,Glasses,AI,34,43,44,1,94745.3508806644,14701.651934393927,4,0.2866004069739019,0.7133995930260981,0.8127928456869116,789.5445906722033,0.0,Glasses_AI_34,41-50
1633,Cheerper,Support,80,38,36,3,40000.0,15501.32901632338,3,0.2564910339927706,0.7435089660072294,0.881844788595598,333.3333333333333,0.0,Cheerper_Support_80,31-40
1634,Pear,Sales,15,31,25,6,86081.48192352618,24792.91,1,0.235964313392996,0.7640356866070039,0.7477108600482438,717.3456826960515,12912.222288528927,Pear_Sales_15,31-40
1635,Pear,Sales,22,37,33,4,114727.7670954762,24786.4020991514,1,0.5813087443188418,0.41869125568115817,0.5225675413668278,956.0647257956351,17209.16506432143,Pear_Sales_22,31-40
1636,Cheerper,BigData,16,32,27,5,56772.53696267771,20816.79038744104,2,0.33474967855580173,0.6652503214441983,0.6449554118601244,473.10447468898093,8515.880544401656,Cheerper_BigData_16,31-40
1637,Glasses,AI,22,45,41,3,125459.9222058169,14834.193917052118,3,0.5181685788513185,0.4818314211486815,0.1939653468060067,1045.4993517151408,0.0,Glasses_AI_22,41-50
1638,Cheerper,Search Engine,4,49,41,7,106685.58919731516,24234.11736625006,1,0.26366288476693733,0.7363371152330627,0.0,889.046576644293,16002.838379597273,Cheerper_Search Engine_4,41-50
1639,Pear,Design,44,35,32,3,101390.83933332958,23477.20986723497,3,1.0,0.0,0.0737458286594128,844.9236611110799,0.0,Pear_Design_44,31-40
1640,Glasses,Search Engine,16,32,27,4,82874.13083662519,16469.88701223284,4,0.7103914518682923,0.28960854813170767,0.4429849681615223,690.6177569718766,0.0,Glasses_Search Engine_16,31-40
1641,Glasses,AI,34,41,33,8,77598.20265856403,22866.46971089586,1,0.24526727469705123,0.7547327253029488,0.2062551835828283,646.651688821367,11639.730398784604,Glasses_AI_34,41-50
1642,Cheerper,Support,56,39,36,3,40000.0,18857.619909742585,2,0.0,1.0,0.4091122695386666,333.3333333333333,6000.0,Cheerper_Support_56,31-40
1643,Glasses,AI,32,40,37,3,111038.8770975777,22711.049550897187,2,0.527268991997623,0.472731008002377,0.3118917801106446,925.3239758131476,16655.831564636654,Glasses_AI_32,31-40
1644,Glasses,AI,9,46,36,9,125986.73405070932,9000.0,3,1.0,0.0,0.0,1049.8894504225777,18898.0101076064,Glasses_AI_9,41-50
1645,Cheerper,BigData,45,38,33,5,76624.04016226063,16141.348026362151,3,0.11026260577498914,0.8897373942250109,0.0,638.5336680188386,11493.606024339095,Cheerper_BigData_45,31-40
1646,Glasses,AI,14,40,38,2,113456.91151865073,21613.77932339742,2,0.2609683342544139,0.7390316657455861,0.5032508379037248,945.4742626554229,0.0,Glasses_AI_14,31-40
1647,Pear,Sales,28,48,43,5,122556.04833794766,20661.533509819023,2,0.8923065925859823,0.10769340741401767,0.5503511569779134,1021.3004028162305,18383.407250692147,Pear_Sales_28,41-50
1648,Cheerper,BigData,14,42,35,7,75803.84440483409,24792.91,1,0.30558518084458075,0.6944148191554192,0.352125617507951,631.6987033736174,11370.576660725113,Cheerper_BigData_14,41-50
1649,Glasses,Search Engine,21,33,29,4,87361.69254986265,21435.451725582952,2,0.272208458210328,0.727791541789672,0.5598582875293998,728.0141045821888,13104.253882479397,Glasses_Search Engine_21,31-40
1650,Glasses,BigData,65,45,40,4,47550.53784038528,23535.03814282976,1,0.17186106494937614,0.8281389350506239,0.5549749732183322,396.25448200321074,7132.580676057792,Glasses_BigData_65,41-50
1651,Cheerper,BigData,80,42,37,5,40000.0,23788.92828000756,1,0.02580245251648683,0.9741975474835132,0.5387392042522698,333.3333333333333,6000.0,Cheerper_BigData_80,41-50
1652,Glasses,AI,8,33,28,5,122057.48812589818,9185.335535179158,3,0.8062416400038825,0.19375835999611746,0.0,1017.1457343824849,18308.623218884724,Glasses_AI_8,31-40
1653,Cheerper,Search Engine,14,39,31,8,77743.13803806444,24792.91,1,0.25385366724422176,0.7461463327557782,0.4260218149474593,647.8594836505371,11661.470705709666,Cheerper_Search Engine_14,31-40
1654,Cheerper,BigData,52,49,48,5,80834.99389213657,9000.0,4,0.446611245379388,0.553388754620612,0.2085010672560559,673.6249491011381,12125.249083820485,Cheerper_BigData_52,41-50
1655,Glasses,Design,75,45,45,1,90667.28690899564,19785.440992140037,3,0.5579836883482008,0.4420163116517992,0.1324940181460813,755.5607242416304,0.0,Glasses_Design_75,41-50
1656,Glasses,Search Engine,58,30,24,2,40000.0,19138.34073280662,3,0.5488135039273248,0.45118649607267525,1.0,333.3333333333333,0.0,Glasses_Search Engine_58,21-30
1657,Glasses,Search Engine,60,49,48,1,118093.93068136176,10083.323326187468,4,0.6081479394572609,0.39185206054273913,0.256880082351736,984.116089011348,0.0,Glasses_Search Engine_60,41-50
1658,Pear,Design,26,35,32,4,86803.42128549838,24792.91,1,0.2279622800755971,0.7720377199244028,0.6129021586405509,723.3618440458199,13020.513192824756,Pear_Design_26,31-40
1659,Cheerper,Support,23,31,23,8,84648.27123330707,12371.245336258422,4,0.0,1.0,0.0,705.402260277559,12697.240684996059,Cheerper_Support_23,31-40
1660,Cheerper,BigData,22,49,47,2,98616.62101398148,9000.0,5,0.3048347377079415,0.6951652622920586,0.5692909487088552,821.8051751165125,0.0,Cheerper_BigData_22,41-50
1661,Glasses,AI,49,30,22,7,45364.333235145496,17552.23710117656,4,0.3016871785001898,0.6983128214998102,0.5777869083632785,378.03611029287913,6804.649985271824,Glasses_AI_49,21-30
1662,Pear,Sales,6,39,31,7,110973.90156446453,24470.309309243126,2,0.564733115845645,0.435266884154355,0.492422097610434,924.7825130372045,16646.085234669677,Pear_Sales_6,31-40
1663,Cheerper,Search Engine,47,41,39,2,103748.8916213024,17134.612211622247,4,0.5782817731233886,0.4217182268766114,0.0843690746321173,864.5740968441868,0.0,Cheerper_Search Engine_47,41-50
1664,Cheerper,Support,80,36,26,9,40000.0,20494.377656964112,2,0.0,1.0,0.0,333.3333333333333,6000.0,Cheerper_Support_80,31-40
1665,Glasses,AI,52,32,28,5,40065.94117045721,19898.039035946,2,0.5036789504449437,0.4963210495550563,0.7225967610188849,333.88284308714344,6009.891175568581,Glasses_AI_52,31-40
1666,Glasses,AI,44,30,25,5,66540.88791403374,15110.932782722197,3,0.3803121864372697,0.6196878135627303,0.4320887233133315,554.5073992836145,9981.13318710506,Glasses_AI_44,21-30
1667,Glasses,Search Engine,33,47,43,4,83977.41020197669,13434.000046873827,3,0.6653611811474069,0.334638818852593,0.4167056538096421,699.811751683139,12596.611530296503,Glasses_Search Engine_33,41-50
1668,Glasses,Search Engine,16,41,36,5,94649.6219276798,24792.91,1,0.30529658427466533,0.6947034157253347,0.4456632789050342,788.7468493973316,14197.443289151968,Glasses_Search Engine_16,41-50
1669,Cheerper,BigData,33,34,31,3,88011.2406856667,19953.90998638129,3,0.0,1.0,0.0,733.4270057138891,0.0,Cheerper_BigData_33,31-40
1670,Pear,Design,1,33,27,6,136161.11484123635,22856.7496443922,1,0.8017661426647797,0.19823385733522025,0.1521031541074637,1134.675957010303,20424.16722618545,Pear_Design_1,31-40
1671,Cheerper,BigData,49,43,38,5,84271.95506879102,9000.0,5,0.5701886236017997,0.4298113763982003,0.1840608741191663,702.2662922399253,0.0,Cheerper_BigData_49,41-50
1672,Pear,Sales,45,41,40,1,121593.85459225257,12569.573876504866,5,1.0,0.0,0.3537126241435218,1013.2821216021048,0.0,Pear_Sales_45,41-50
1673,Cheerper,Search Engine,60,49,48,3,80707.63733227084,16129.5538636972,1,0.07978403014195523,0.9202159698580448,0.1169116322608667,672.5636444355904,12106.145599840625,Cheerper_Search Engine_60,41-50
1674,Glasses,AI,4,30,22,6,100440.1399344916,19593.95240182552,3,0.471395739725131,0.5286042602748691,0.2654391457158154,837.0011661207633,15066.02099017374,Glasses_AI_4,21-30
1675,Pear,Sales,6,35,32,3,139177.854492029,13839.726078031206,4,1.0,0.0,0.2673790661671724,1159.8154541002416,0.0,Pear_Sales_6,31-40
1676,Glasses,AI,11,34,25,8,109230.93278013651,15508.444825922708,3,0.8067055605547662,0.19329443944523383,0.0,910.2577731678043,16384.639917020475,Glasses_AI_11,31-40
1677,Cheerper,BigData,28,34,24,9,56968.4050704174,14766.700242446874,2,0.0,1.0,0.0,474.736708920145,8545.260760562609,Cheerper_BigData_28,31-40
1678,Glasses,AI,64,31,30,2,75011.70612918468,16036.280101965796,5,0.8857328375795552,0.11426716242044477,0.0,625.0975510765389,0.0,Glasses_AI_64,31-40
1679,Cheerper,BigData,1,32,28,4,121542.87611968436,24453.62288144679,3,0.751801382726017,0.248198617273983,0.5324752686676393,1012.8573009973697,18231.431417952652,Cheerper_BigData_1,31-40
1680,Cheerper,Support,48,32,25,7,51926.80508226874,12950.486540938558,4,0.03212526370395863,0.9678747362960414,0.0,432.7233756855728,7789.02076234031,Cheerper_Support_48,31-40
1681,Cheerper,BigData,21,43,42,1,90171.40466449264,11142.057259104027,5,0.7691024701863173,0.2308975298136827,0.5636129587906299,751.4283722041054,0.0,Cheerper_BigData_21,41-50
1682,Cheerper,Support,22,41,33,7,40000.0,23708.80422779637,1,0.0,1.0,0.40904496827969,333.3333333333333,6000.0,Cheerper_Support_22,41-50
1683,Pear,Sales,15,48,46,1,147711.09228121163,13136.337756146106,3,0.8952485770713754,0.1047514229286246,0.3427433585433465,1230.925769010097,0.0,Pear_Sales_15,41-50
1684,Glasses,AI,4,42,32,9,97807.58049760884,15217.889285780446,2,0.4293399331430634,0.5706600668569366,0.0098395938521719,815.063170813407,14671.137074641325,Glasses_AI_4,41-50
1685,Glasses,AI,9,45,36,9,118979.18614688845,23863.692800078177,1,0.6272248731408708,0.37277512685912917,0.0,991.4932178907371,17846.877922033265,Glasses_AI_9,41-50
